00:01:02.855986,18.00,94.00,6261,6916
00:02:11.058216,18.00,94.00,6688,6917
00:03:17.212220,18.00,94.00,6279,6916
00:04:22.809304,18.00,94.00,6168,6917
00:05:31.027996,18.00,94.00,6692,6916
00:06:38.054837,18.00,94.00,6454,6916
00:07:44.475341,18.00,94.00,6332,6916
00:08:53.280032,18.00,94.00,6809,6916
00:09:59.422155,18.00,94.00,6277,6916
00:11:07.141425,18.00,94.00,6592,6917
00:12:16.011372,18.00,93.00,6822,6916
00:13:22.468626,18.00,93.00,6339,6917
00:14:31.076399,18.00,93.00,6770,6917
00:15:38.627306,18.00,91.00,6559,6916
00:16:46.464962,18.00,93.00,6616,6916
00:17:55.683173,18.00,91.00,6892,6916
00:19:03.955017,18.00,91.00,6703,6916
00:20:11.567247,18.00,91.00,6571,6916
00:21:18.888997,18.00,91.00,6513,6916
00:22:26.915126,18.00,91.00,6653,6916
00:23:35.711443,18.00,91.00,6807,6916
00:24:43.938515,18.00,91.00,6694,6917
00:25:52.832966,17.00,90.00,6826,6917
00:27:01.273422,19.00,90.00,6736,6917
00:28:09.303937,18.00,91.00,6654,6916
00:29:16.572136,18.00,90.00,6501,6916
00:30:23.778974,18.00,89.00,6490,6917
00:31:30.658195,18.00,89.00,6424,6917
00:32:39.032560,18.00,89.00,6723,6916
00:33:47.255360,18.00,89.00,6693,6916
00:34:56.309749,18.00,89.00,6858,6917
00:36:04.663791,18.00,89.00,6719,6917
00:37:12.178184,18.00,89.00,6551,6917
00:38:21.003357,18.00,89.00,6813,6917
00:39:29.332645,18.00,89.00,6714,6916
00:40:38.218918,18.00,89.00,6825,6917
00:41:46.994746,18.00,89.00,6802,6917
00:42:56.335729,18.00,89.00,6916,6917
00:44:02.776538,18.00,89.00,6336,6917
00:45:11.908573,18.00,89.00,6875,6916
00:46:20.708915,17.00,89.00,6808,6916
00:47:29.066875,18.00,89.00,6719,6916
00:48:37.396289,18.00,89.00,6714,6917
00:49:44.824481,18.00,89.00,6534,6916
00:50:53.608509,18.00,89.00,6805,6916
00:52:02.421474,18.00,89.00,6811,6917
00:53:08.919914,18.00,90.00,6347,6916
00:54:17.102114,18.00,90.00,6685,6916
00:55:24.136922,18.00,90.00,6455,6916
00:56:31.741086,18.00,90.00,6570,6916
00:57:40.021147,17.00,90.00,6704,6916
00:58:48.821554,18.00,90.00,6808,6917
00:59:55.483582,17.00,90.00,6380,6916
01:01:04.824610,18.00,90.00,6916,6917
01:02:13.784681,17.00,90.00,6840,6916
01:03:23.125947,18.00,89.00,6917,6916
01:04:31.594560,18.00,89.00,6741,6916
01:05:39.165960,18.00,89.00,6563,6916
01:06:46.983093,18.00,89.00,6611,6917
01:07:54.853646,18.00,90.00,6623,6916
01:09:03.662258,18.00,90.00,6809,6917
01:10:12.360302,17.00,90.00,6788,6917
01:11:21.209975,17.00,90.00,6818,6916
01:12:28.294071,18.00,91.00,6465,6916
01:13:36.242718,17.00,90.00,6639,6916
01:14:44.727576,18.00,91.00,6745,6916
01:15:53.683422,18.00,90.00,6839,6916
01:17:02.299541,18.00,90.00,6771,6916
01:18:08.273485,18.00,90.00,6243,6917
01:19:15.390413,18.00,90.00,6472,6916
01:20:23.097136,18.00,89.00,6590,6916
01:21:31.491796,17.00,90.00,6727,6916
01:22:38.850260,18.00,89.00,6520,6917
01:23:47.544124,18.00,89.00,6787,6916
01:24:56.795059,17.00,90.00,6898,6917
01:26:05.365979,17.00,89.00,6762,6917
01:27:14.469326,17.00,89.00,6868,6917
01:28:23.269782,18.00,89.00,6809,6916
01:29:32.233949,18.00,89.00,6840,6917
01:30:41.575081,17.00,89.00,6917,6916
01:31:50.428758,18.00,90.00,6818,6917
01:32:58.266636,18.00,90.00,6616,6916
01:34:07.095899,18.00,90.00,6815,6916
01:35:15.851303,18.00,91.00,6799,6916
01:36:23.332670,18.00,91.00,6545,6916
01:37:30.981930,18.00,91.00,6578,6917
01:38:38.692734,17.00,90.00,6590,6917
01:39:47.476647,18.00,91.00,6805,6916
01:40:55.277469,18.00,91.00,6608,6916
01:42:03.057938,18.00,91.00,6604,6917
01:43:11.625034,17.00,90.00,6762,6917
01:44:19.487423,18.00,91.00,6620,6916
01:45:27.263920,18.00,91.00,6603,6916
01:46:35.724527,18.00,91.00,6741,6916
01:47:42.312817,18.00,91.00,6365,6917
01:48:48.913536,18.00,91.00,6369,6916
01:49:57.099370,17.00,90.00,6685,6916
01:51:04.715927,18.00,91.00,6572,6916
01:52:12.598792,18.00,91.00,6625,6916
01:53:18.945566,18.00,91.00,6317,6917
01:54:26.680972,18.00,91.00,6595,6916
01:55:34.785103,18.00,93.00,6669,6916
01:56:41.705495,18.00,93.00,6433,6916
01:57:50.645319,17.00,93.00,6836,6916
01:58:58.937763,17.00,93.00,6707,6916
02:00:07.373559,18.00,94.00,6735,6917
02:01:15.063794,18.00,94.00,6587,6916
02:02:22.078184,17.00,93.00,6451,6916
02:03:30.997336,18.00,94.00,6831,6917
02:04:39.601103,18.00,94.00,6768,6917
02:05:47.356931,18.00,94.00,6600,6916
02:06:54.785106,18.00,94.00,6534,6916
02:08:01.340888,18.00,94.00,6359,6917
02:09:09.731545,17.00,93.00,6726,6916
02:10:18.605736,18.00,94.00,6823,6916
02:11:27.950823,18.00,94.00,6917,6916
02:12:36.825102,18.00,94.00,6823,6917
02:13:45.199158,18.00,94.00,6723,6917
02:14:54.544561,18.00,94.00,6917,6916
02:16:01.599939,17.00,93.00,6460,6916
02:17:10.625752,18.00,94.00,6853,6916
02:18:18.701016,18.00,94.00,6663,6916
02:19:25.031521,17.00,93.00,6315,6917
02:20:33.799255,17.00,92.00,6801,6917
02:21:41.936267,18.00,93.00,6675,6917
02:22:49.286462,18.00,93.00,6518,6917
02:23:57.181605,18.00,93.00,6627,6917
02:25:04.585302,18.00,93.00,6529,6916
02:26:13.234017,18.00,93.00,6778,6916
02:27:22.034531,17.00,90.00,6808,6916
02:28:29.790380,18.00,91.00,6599,6917
02:29:39.131704,18.00,91.00,6916,6916
02:30:47.796990,17.00,92.00,6781,6916
02:31:55.647037,18.00,91.00,6618,6916
02:33:01.801196,18.00,91.00,6280,6916
02:34:09.556921,18.00,91.00,6599,6916
02:35:17.603639,17.00,90.00,6658,6916
02:36:26.944811,19.00,90.00,6916,6917
02:37:36.077097,19.00,90.00,6874,6916
02:38:45.245976,19.00,90.00,6882,6916
02:39:53.735456,19.00,90.00,6746,6916
02:41:01.921477,17.00,90.00,6685,6916
02:42:10.246661,19.00,90.00,6713,6916
02:43:17.986150,17.00,90.00,6596,6916
02:44:25.897566,18.00,91.00,6631,6916
02:45:35.242614,18.00,91.00,6916,6917
02:46:43.215549,17.00,90.00,6643,6917
02:47:51.593987,19.00,90.00,6723,6917
02:48:58.526505,17.00,90.00,6435,6916
02:50:06.036513,17.00,90.00,6550,6916
02:51:14.882125,17.00,90.00,6818,6917
02:52:24.227356,19.00,90.00,6917,6916
02:53:32.335523,19.00,90.00,6670,6916
02:54:41.291808,17.00,90.00,6839,6917
02:55:49.621280,17.00,90.00,6714,6916
02:56:58.380808,17.00,90.00,6800,6916
02:58:07.136146,17.00,90.00,6799,6916
02:59:15.694826,19.00,90.00,6760,6916
03:00:23.528484,19.00,90.00,6614,6916
03:01:31.698149,17.00,90.00,6682,6916
03:02:41.039403,19.00,90.00,6916,6917
03:03:48.668310,19.00,90.00,6574,6916
03:04:56.891178,17.00,90.00,6692,6916
03:06:06.232254,17.00,90.00,6917,6916
03:07:15.196538,17.00,90.00,6841,6916
03:08:24.476114,17.00,90.00,6904,6916
03:09:31.257157,19.00,90.00,6405,6916
03:10:39.893659,19.00,89.00,6776,6916
03:11:48.636643,19.00,90.00,6797,6916
03:12:56.580394,18.00,91.00,6637,6916
03:14:05.171919,18.00,91.00,6766,6917
03:15:14.513054,18.00,91.00,6917,6916
03:16:23.141136,17.00,90.00,6773,6917
03:17:30.741367,19.00,90.00,6568,6916
03:18:39.181029,18.00,91.00,6735,6917
03:19:48.501782,18.00,91.00,6913,6916
03:20:57.170978,18.00,91.00,6782,6916
03:22:04.377807,19.00,90.00,6490,6916
03:23:12.653891,19.00,90.00,6703,6917
03:24:19.442718,19.00,90.00,6406,6916
03:25:27.649093,17.00,90.00,6689,6917
03:26:35.482557,19.00,90.00,6614,6917
03:27:43.049731,17.00,90.00,6562,6916
03:28:51.276760,17.00,90.00,6693,6917
03:30:00.347383,18.00,91.00,6863,6917
03:31:09.606371,18.00,91.00,6899,6916
03:32:18.206279,19.00,90.00,6768,6916
03:33:27.551425,17.00,90.00,6917,6917
03:34:34.590232,19.00,90.00,6457,6916
03:35:40.687366,19.00,90.00,6268,6916
03:36:49.942573,17.00,90.00,6899,6916
03:37:59.287663,19.00,90.00,6917,6916
03:39:07.981656,19.00,90.00,6787,6916
03:40:17.322722,19.00,90.00,6916,6917
03:41:24.677096,17.00,90.00,6519,6916
03:42:32.486187,19.00,90.00,6609,6916
03:43:40.037183,19.00,90.00,6559,6917
03:44:46.535691,17.00,90.00,6348,6917
03:45:54.815888,17.00,90.00,6704,6916
03:47:03.165461,17.00,90.00,6718,6916
03:48:11.404748,18.00,91.00,6696,6917
03:49:20.401698,18.00,91.00,6847,6916
03:50:29.706254,17.00,90.00,6909,6917
03:51:37.523487,17.00,90.00,6612,6916
03:52:46.221740,19.00,90.00,6788,6917
03:53:54.964595,19.00,90.00,6797,6916
03:55:04.305728,19.00,90.00,6917,6916
03:56:13.577244,17.00,90.00,6902,6916
03:57:20.267952,19.00,90.00,6387,6917
03:58:27.921491,17.00,90.00,6579,6917
03:59:36.500743,17.00,90.00,6764,6916
04:00:45.297011,17.00,92.00,6807,6917
04:01:53.417330,17.00,93.00,6671,6917
04:03:01.205811,19.00,93.00,6606,6916
04:04:09.564198,17.00,93.00,6720,6916
04:05:17.082454,17.00,93.00,6552,6916
04:06:25.788495,18.00,94.00,6789,6916
04:07:33.741149,17.00,93.00,6639,6917
04:08:40.587612,18.00,94.00,6417,6916
04:09:49.506888,17.00,93.00,6832,6917
04:10:58.847997,18.00,94.00,6917,6916
04:12:04.522930,18.00,95.00,6184,6916
04:13:12.729218,18.00,95.00,6689,6916
04:14:20.583633,18.00,95.00,6619,6917
04:15:28.642490,18.00,95.00,6660,6916
04:16:36.717899,17.00,95.00,6664,6916
04:17:45.739408,18.00,95.00,6852,6917
04:18:53.487331,18.00,95.00,6597,6917
04:20:01.542328,17.00,95.00,6659,6917
04:21:10.379609,17.00,95.00,6815,6917
04:22:17.996242,17.00,95.00,6572,6916
04:23:27.341347,18.00,95.00,6916,6917
04:24:36.682469,17.00,95.00,6916,6917
04:25:44.196626,18.00,95.00,6550,6917
04:26:52.755404,18.00,95.00,6760,6916
04:28:01.224033,17.00,95.00,6742,6916
04:29:09.570119,18.00,95.00,6717,6916
04:30:17.350744,17.00,95.00,6605,6917
04:31:26.171593,17.00,95.00,6812,6916
04:32:33.157344,18.00,95.00,6445,6917
04:33:41.814284,17.00,95.00,6780,6917
04:34:48.964001,18.00,95.00,6478,6916
04:35:57.535148,18.00,95.00,6762,6916
04:37:06.511665,18.00,95.00,6844,6916
04:38:15.689109,17.00,95.00,6883,6917
04:39:22.936812,17.00,95.00,6498,6916
04:40:31.331753,18.00,95.00,6727,6917
04:41:39.415533,17.00,95.00,6666,6916
04:42:47.196031,18.00,95.00,6603,6917
04:43:56.144073,18.00,95.00,6839,6916
04:45:04.886948,17.00,95.00,6796,6916
04:46:11.577984,17.00,95.00,6387,6917
04:47:20.161455,18.00,95.00,6765,6916
04:48:27.601909,17.00,95.00,6537,6916
04:49:34.874461,17.00,95.00,6502,6917
04:50:43.564381,18.00,95.00,6786,6916
04:51:51.733786,18.00,95.00,6683,6917
04:52:56.868361,18.00,95.00,6075,6917
04:54:04.775575,18.00,95.00,6629,6917
04:55:12.998734,18.00,95.00,6693,6917
04:56:21.926211,16.00,95.00,6834,6916
04:57:30.824672,18.00,95.00,6828,6916
04:58:37.904894,16.00,95.00,6464,6916
04:59:45.771134,16.00,95.00,6621,6917
05:00:55.112662,18.00,95.00,6917,6916
05:02:02.352353,18.00,95.00,6496,6916
05:03:09.047304,18.00,95.00,6387,6916
05:04:15.979827,18.00,95.00,6435,6916
05:05:24.825112,18.00,95.00,6818,6916
05:06:33.478374,18.00,95.00,6778,6917
05:07:42.270425,18.00,95.00,6807,6916
05:08:48.568298,18.00,95.00,6308,6916
05:09:57.647306,18.00,95.00,6864,6917
05:11:06.189720,18.00,95.00,6757,6916
05:12:13.744882,18.00,95.00,6559,6916
05:13:20.669286,18.00,95.00,6434,6916
05:14:27.826796,18.00,95.00,6479,6916
05:15:36.356961,18.00,95.00,6754,6916
05:16:45.649220,18.00,95.00,6907,6917
05:17:54.404638,18.00,95.00,6799,6917
05:19:02.664363,18.00,95.00,6700,6917
05:20:11.108459,18.00,95.00,6737,6916
05:21:20.355146,18.00,95.00,6897,6916
05:22:29.061529,18.00,95.00,6790,6916
05:23:37.280457,18.00,95.00,6692,6917
05:24:43.627262,18.00,95.00,6317,6917
05:25:51.300984,17.00,95.00,6583,6916
05:26:59.384689,18.00,95.00,6665,6916
05:28:08.726105,18.00,95.00,6916,6917
05:29:17.436363,16.00,95.00,6790,6916
05:30:25.855597,18.00,95.00,6732,6916
05:31:33.452126,18.00,95.00,6568,6916
05:32:39.835486,18.00,95.00,6325,6916
05:33:49.004910,18.00,95.00,6881,6917
05:34:57.457174,18.00,95.00,6739,6916
05:36:06.412965,18.00,95.00,6839,6916
05:37:13.861725,18.00,95.00,6538,6916
05:38:22.514974,17.00,95.00,6779,6916
05:39:31.262220,17.00,95.00,6798,6917
05:40:39.603752,18.00,95.00,6717,6916
05:41:48.887346,18.00,95.00,6904,6917
05:42:57.868132,18.00,95.00,6844,6917
05:44:06.238689,18.00,95.00,6722,6917
05:45:13.671025,18.00,95.00,6535,6916
05:46:22.004493,18.00,94.00,6715,6916
05:47:29.899415,18.00,94.00,6627,6916
05:48:38.331583,18.00,94.00,6735,6916
05:49:46.583114,17.00,93.00,6698,6917
05:50:55.272963,18.00,94.00,6786,6916
05:52:02.078595,18.00,94.00,6409,6917
05:53:11.325346,18.00,94.00,6897,6917
05:54:19.777769,18.00,94.00,6738,6917
05:55:27.926659,18.00,94.00,6678,6917
05:56:34.879732,18.00,94.00,6439,6916
05:57:43.188896,18.00,94.00,6710,6916
05:58:51.223253,18.00,94.00,6655,6917
05:59:59.585496,18.00,94.00,6721,6916
06:01:08.926419,16.00,94.00,6917,6916
06:02:16.448827,18.00,94.00,6552,6916
06:03:25.048756,17.00,93.00,6768,6916
06:04:33.484501,18.00,94.00,6735,6916
06:05:42.223706,16.00,94.00,6796,6917
06:06:50.647160,16.00,94.00,6732,6917
06:07:58.681574,17.00,93.00,6655,6917
06:09:07.060187,18.00,94.00,6724,6917
06:10:16.126967,17.00,92.00,6861,6916
06:11:24.521662,18.00,91.00,6727,6917
06:12:30.389287,18.00,93.00,6222,6916
06:13:38.448124,17.00,90.00,6661,6916
06:14:47.199727,18.00,91.00,6799,6916
06:15:55.279159,17.00,90.00,6663,6916
06:17:04.620383,17.00,90.00,6917,6916
06:18:12.585173,18.00,91.00,6641,6916
06:19:21.209450,17.00,90.00,6773,6916
06:20:29.596237,17.00,90.00,6726,6916
06:21:36.881057,18.00,91.00,6505,6917
06:22:45.071017,17.00,90.00,6686,6917
06:23:52.142896,18.00,89.00,6462,6917
06:24:59.382647,18.00,89.00,6496,6917
06:26:07.515168,17.00,89.00,6675,6917
06:27:16.053608,18.00,89.00,6755,6917
06:28:23.944592,17.00,89.00,6627,6917
06:29:31.585965,18.00,89.00,6576,6917
06:30:40.419253,17.00,89.00,6815,6916
06:31:49.608735,18.00,89.00,6886,6916
06:32:58.949761,18.00,89.00,6916,6917
06:34:05.337529,18.00,89.00,6326,6916
06:35:13.220631,18.00,89.00,6624,6917
06:36:21.738364,16.00,91.00,6752,6916
06:37:29.481851,18.00,91.00,6597,6917
06:38:38.085957,18.00,91.00,6769,6917
06:39:46.931368,17.00,90.00,6817,6917
06:40:53.814932,18.00,91.00,6425,6916
06:42:02.398470,18.00,91.00,6765,6916
06:43:08.106097,18.00,91.00,6190,6917
06:44:16.333219,16.00,91.00,6694,6916
06:45:23.982455,18.00,91.00,6578,6917
06:46:33.114944,16.00,91.00,6874,6916
06:47:40.903835,17.00,90.00,6606,6916
06:48:48.982946,18.00,91.00,6664,6916
06:49:58.246350,18.00,91.00,6900,6916
06:51:04.523405,18.00,91.00,6304,6916
06:52:13.332468,18.00,93.00,6811,6916
06:53:21.075667,18.00,94.00,6597,6916
06:54:29.421658,16.00,94.00,6717,6917
06:55:38.418761,16.00,94.00,6848,6916
06:56:46.264830,18.00,94.00,6618,6916
06:57:55.204511,18.00,94.00,6835,6917
06:59:03.640225,18.00,94.00,6736,6916
07:00:11.674950,16.00,94.00,6655,6916
07:01:19.045459,18.00,94.00,6522,6916
07:02:27.309689,18.00,94.00,6701,6917
07:03:35.471132,18.00,94.00,6680,6916
07:04:43.677563,18.00,94.00,6689,6916
07:05:50.913303,16.00,94.00,6495,6917
07:06:59.492667,16.00,94.00,6764,6916
07:08:07.891634,17.00,94.00,6728,6917
07:09:15.913806,17.00,95.00,6653,6916
07:10:23.940140,17.00,95.00,6653,6917
07:11:31.999298,16.00,95.00,6660,6916
07:12:41.184631,16.00,95.00,6885,6916
07:13:49.989327,17.00,95.00,6810,6916
07:14:57.659148,17.00,95.00,6582,6917
07:16:05.701835,17.00,95.00,6657,6916
07:17:12.798326,17.00,95.00,6468,6916
07:18:21.123413,17.00,95.00,6713,6916
07:19:27.970249,17.00,95.00,6418,6917
07:20:34.349902,17.00,95.00,6324,6917
07:21:42.429398,16.00,95.00,6664,6917
07:22:49.763427,17.00,95.00,6515,6917
07:23:58.936636,17.00,95.00,6883,6916
07:25:07.671578,17.00,95.00,6796,6916
07:26:15.636147,17.00,95.00,6641,6916
07:27:23.670921,18.00,95.00,6656,6916
07:28:30.390450,16.00,95.00,6392,6917
07:29:38.465883,16.00,95.00,6663,6917
07:30:47.192531,17.00,95.00,6794,6917
07:31:55.747325,17.00,95.00,6759,6917
07:33:04.023607,17.00,95.00,6703,6917
07:34:10.796300,16.00,95.00,6403,6917
07:35:19.117393,16.00,95.00,6712,6917
07:36:28.008194,17.00,95.00,6826,6916
07:37:36.358246,17.00,95.00,6718,6917
07:38:42.299528,16.00,95.00,6237,6917
07:39:51.005601,16.00,95.00,6789,6917
07:40:59.859619,18.00,95.00,6820,6916
07:42:06.915005,16.00,95.00,6459,6916
07:43:14.105447,18.00,95.00,6487,6916
07:44:20.505546,18.00,95.00,6328,6917
07:45:29.019477,18.00,95.00,6751,6916
07:46:37.914111,18.00,95.00,6826,6916
07:47:47.005509,16.00,95.00,6867,6916
07:48:56.170391,18.00,95.00,6881,6917
07:50:04.856370,18.00,95.00,6786,6916
07:51:12.579469,18.00,95.00,6593,6917
07:52:21.019503,16.00,95.00,6736,6916
07:53:29.299700,16.00,95.00,6703,6917
07:54:36.076590,18.00,95.00,6404,6916
07:55:43.386273,18.00,95.00,6511,6916
07:56:51.744135,16.00,94.00,6720,6916
07:57:59.258340,18.00,94.00,6551,6917
07:59:07.714569,18.00,94.00,6739,6916
08:00:15.970555,18.00,94.00,6699,6917
08:01:22.460714,16.00,94.00,6347,6916
08:02:29.286722,16.00,94.00,6414,6916
08:03:37.681453,16.00,94.00,6726,6917
08:04:45.757122,16.00,94.00,6664,6916
08:05:52.808617,16.00,94.00,6458,6916
08:06:59.810921,16.00,94.00,6449,6916
08:08:09.135903,16.00,94.00,6913,6916
08:09:17.412238,16.00,94.00,6703,6917
08:10:25.635232,17.00,93.00,6693,6916
08:11:34.370228,18.00,94.00,6794,6917
08:12:43.711687,16.00,94.00,6917,6916
08:13:52.737541,18.00,94.00,6853,6917
08:15:02.078913,17.00,92.00,6917,6916
08:16:09.769531,18.00,91.00,6586,6916
08:17:18.291641,18.00,91.00,6752,6916
08:18:27.444613,18.00,91.00,6878,6917
08:19:36.056668,16.00,91.00,6770,6916
08:20:42.243754,16.00,91.00,6286,6916
08:21:50.237314,17.00,90.00,6647,6917
08:22:56.830144,18.00,91.00,6367,6916
08:24:05.040675,16.00,91.00,6690,6916
21:46:49.111258,21.00,53.00,6385,6917
21:47:50.303851,19.00,52.00,5287,6917
21:48:51.070552,17.00,53.00,5203,6917
21:49:52.161224,16.00,54.00,5268,6917
21:50:56.757745,16.00,55.00,5967,6917
21:52:01.313575,15.00,55.00,5961,6916
21:53:06.717313,15.00,56.00,6130,6916
21:54:07.766722,15.00,57.00,5260,6917
21:55:09.967233,16.00,58.00,5490,6916
21:56:13.580868,16.00,60.00,5772,6917
21:57:18.542024,16.00,62.00,6041,6916
21:58:21.500283,16.00,62.00,5641,6917
21:59:27.624867,15.00,62.00,6274,6916
22:00:34.343212,15.00,63.00,6392,6917
22:01:40.733786,15.00,63.00,6328,6916
22:02:44.396774,15.00,63.00,5782,6917
22:03:49.296545,15.00,64.00,6029,6917
22:04:54.626443,15.00,64.00,6115,6916
